iter	Logloss
157	0.3160228722
158	0.3157898184
159	0.3155239706
160	0.315284971
161	0.3151269059
162	0.3149074419
163	0.3147136695
164	0.3145146615
165	0.3142940246
166	0.3140541616
167	0.3138226125
168	0.3136339252
169	0.3134413336
170	0.3132459859
171	0.3130808178
172	0.3129333876
173	0.3127853915
174	0.3125832525
175	0.3124194678
176	0.3122246519
177	0.3120127897
178	0.31184798
179	0.3116813639
180	0.3114834113
181	0.3112120021
182	0.3110202899
183	0.3108291229
184	0.310692501
185	0.3105278248
186	0.3102981816
187	0.3101204486
188	0.30992358
189	0.3097230083
190	0.309564593
191	0.3094089217
192	0.3092072355
193	0.3089754764
194	0.3087732221
195	0.3085124461
196	0.308376752
197	0.3081263557
198	0.307912304
199	0.3076850402
200	0.307468982
201	0.3073027397
202	0.3071190604
203	0.3068687921
204	0.3066478056
205	0.3064408155
206	0.3062332111
207	0.3060727115
208	0.3059481049
209	0.3057140714
210	0.3054802436
211	0.3053670191
212	0.3052185252
213	0.3050239828
214	0.3048440119
215	0.3046632154
216	0.3045538869
217	0.3043536933
218	0.3042242993
219	0.3039861235
220	0.303794186
221	0.303643905
222	0.3034514167
223	0.3033136586
224	0.3030262824
225	0.302831239
226	0.3026143096
227	0.3024688391
228	0.3023397786
229	0.3022021938
230	0.3020332515
231	0.3019160909
232	0.3017237728
233	0.3015347589
234	0.3013500442
235	0.301199201
236	0.3010604788
237	0.3009407673
238	0.3007788433
239	0.3005856382
240	0.3003807364
241	0.3002287358
242	0.3000473087
243	0.2998422217
244	0.2996585389
245	0.2994468704
246	0.2993382945
247	0.2992452601
248	0.299075918
249	0.2988906057
250	0.2987907169
251	0.2986238369
252	0.2984724042
253	0.2983124309
254	0.2981828811
255	0.2980428548
256	0.2979701259
257	0.2977823768
258	0.2976268209
259	0.2974956871
260	0.2973725127
261	0.29724904
262	0.2970802844
263	0.2969710037
264	0.2967623057
265	0.2966795494
266	0.2965700304
267	0.2964383406
268	0.2962045202
269	0.2960214605
270	0.2958944748
271	0.295659436
272	0.2955218531
273	0.2953752418
274	0.29525219
275	0.2950460491
276	0.2948908215
277	0.2947783212
278	0.2946333009
279	0.2945453485
280	0.2944660014
281	0.2943045121
282	0.2941753326
283	0.2940133101
284	0.293840612
285	0.2937206041
286	0.2936051912
287	0.2935051741
288	0.2933492839
289	0.293216551
290	0.2930813132
291	0.2929493327
292	0.2928229551
293	0.2926727873
294	0.2924739672
295	0.2923409537
296	0.2922277582
297	0.2920386491
298	0.291851846
299	0.2917120297
300	0.2915349534
301	0.2915211501
302	0.2914228881
303	0.2912664411
304	0.2910993528
305	0.2910080387
306	0.2908425119
307	0.2906582178
308	0.2905082381
309	0.2903673346
310	0.2902249034
311	0.2901234392
312	0.2899954101
313	0.2898818829
314	0.2897615004
315	0.2896189467
316	0.2895572511
317	0.2894575063
318	0.2892936497
319	0.2891491698
320	0.2890398918
321	0.2888281803
322	0.2886397182
323	0.2885053281
324	0.2883998132
325	0.2883121551
326	0.2882244811
327	0.2880731878
328	0.2879251635
329	0.2877942766
330	0.2876990377
331	0.2875749384
332	0.2874637977
333	0.2873741109
334	0.2872213439
335	0.2870601157
336	0.2869793957
337	0.2868337942
338	0.2867237427
339	0.2866072895
340	0.286476351
341	0.2863716958
342	0.2862489997
343	0.2861134502
344	0.286001022
345	0.2858955509
346	0.2857430601
347	0.2856124787
348	0.2855347723
349	0.2853519808
350	0.2852749905
351	0.2852113637
352	0.2850154975
353	0.2848784293
354	0.2847662536
355	0.2846204031
356	0.2845090101
357	0.2843678733
358	0.2841635714
359	0.2840110561
360	0.2838696275
361	0.2836899042
362	0.2835695385
363	0.2834458357
364	0.2833426661
365	0.2832657477
366	0.2831810796
367	0.2830377439
368	0.2829191376
369	0.28273555
370	0.282636595
371	0.2825170203
372	0.2824144374
373	0.2822609461
374	0.2821604352
375	0.2819929442
376	0.2818419803
377	0.2816671121
378	0.2815493006
379	0.2813955922
380	0.2812342607
381	0.2810452758
382	0.2809157412
383	0.2807998021
384	0.2806621284
385	0.280564555
386	0.2804626029
387	0.2802883635
388	0.2801725541
389	0.2801255966
390	0.2799895786
391	0.2798858918
392	0.2797373238
393	0.2796579468
394	0.2794853403
395	0.2793834888
396	0.2792698146
397	0.2791976326
398	0.2790404837
399	0.278927209
400	0.2787426893
401	0.2786600768
402	0.2785718861
403	0.2784754818
404	0.2783903641
405	0.2783026546
406	0.2781779033
407	0.277984203
408	0.277876304
409	0.2777777271
410	0.2776275226
411	0.277507053
412	0.2773705126
413	0.2772160005
414	0.2770976589
415	0.2769387483
416	0.2768142967
417	0.2767610986
418	0.2766529622
419	0.2765514429
420	0.276412619
421	0.2762763388
422	0.2761949977
423	0.2761284864
424	0.2759406628
425	0.275856443
426	0.2758029762
427	0.2757150438
428	0.2756002782
429	0.2754991538
430	0.2754112752
431	0.2752945891
432	0.2751289811
433	0.2750122397
434	0.2749510013
435	0.2748024135
436	0.2746703769
437	0.274573193
438	0.2744925441
439	0.2744097448
440	0.274292015
441	0.2742510673
442	0.2741729474
443	0.2740828833
444	0.2739687752
445	0.2739013888
446	0.2737763745
447	0.2735684713
448	0.2734622666
449	0.2733796673
450	0.2732432139
451	0.2731282641
452	0.2730385182
453	0.2729825405
454	0.2728591893
455	0.2727464751
456	0.2725901808
457	0.2725239736
458	0.2724468516
459	0.2722840358
460	0.2721659817
461	0.2721082437
462	0.2720197035
463	0.2718976423
464	0.271805932
465	0.2716893422
466	0.2715422265
467	0.2714328303
468	0.2713493781
469	0.2712786026
470	0.2711315015
471	0.2710289812
472	0.2709558824
473	0.2708113859
474	0.2707327138
475	0.2706533609
476	0.270495362
477	0.2703544139
478	0.27027573
479	0.2702013207
480	0.2700766051
481	0.2699103027
482	0.2698082438
483	0.2696763159
484	0.2695639724
485	0.2694185224
486	0.2693350579
487	0.2692346749
488	0.2691386135
489	0.2690267265
490	0.2689070472
491	0.2688217052
492	0.2687659565
493	0.2686823805
494	0.2685628412
495	0.2684705829
496	0.2683367411
497	0.2682624243
498	0.2682137161
499	0.2681289097
500	0.268040177
501	0.267944849
502	0.2678048909
503	0.2676777585
504	0.2675667025
505	0.2675083429
506	0.2673635365
507	0.2672775455
508	0.2671742101
509	0.2671014911
510	0.267003283
511	0.2669217819
512	0.2668726147
513	0.266754605
514	0.2666949213
515	0.2666196764
516	0.2665006223
517	0.266340047
518	0.2661820144
519	0.2660435659
520	0.2659647499
521	0.2659129023
522	0.2658293923
523	0.2657228822
524	0.2656433899
525	0.2655565233
526	0.2654867097
527	0.2653653285
528	0.26524159
529	0.2651330503
530	0.2650504628
531	0.2648791375
532	0.2647502125
533	0.2646139055
534	0.2644953798
535	0.2643912307
536	0.2642932072
537	0.2641758327
538	0.2641029683
539	0.2639826357
540	0.2638704855
541	0.263829231
542	0.2637844587
543	0.2637357778
544	0.2635759332
545	0.2634780106
546	0.2633638494
547	0.2632840637
548	0.2632118011
549	0.2631227727
550	0.2630362336
551	0.2630009777
552	0.262936102
553	0.2628645118
554	0.2628151624
555	0.2627859021
556	0.262681878
557	0.2626434053
558	0.2625383253
559	0.2624791506
560	0.2623903221
561	0.2623080532
562	0.2621904513
563	0.26208951
564	0.262008335
565	0.2619627733
566	0.2618675917
567	0.2618435706
568	0.2617481598
569	0.2617064542
570	0.2615989195
571	0.2615395849
572	0.2614466521
573	0.261407184
574	0.2612935751
575	0.2612612273
576	0.2612229791
577	0.261107088
578	0.2610172183
579	0.2609509774
580	0.2609052238
581	0.2608445187
582	0.2607519418
583	0.2606847044
584	0.2605356507
585	0.2604341855
586	0.2603436385
587	0.2602819673
588	0.2602580558
589	0.2601803382
590	0.2601001099
591	0.2600273058
592	0.2599453713
593	0.259892032
594	0.2598332261
595	0.2597465582
596	0.2597030719
597	0.2596797727
598	0.2596449002
599	0.2595965503
600	0.2595393569
601	0.2594543764
602	0.2593935182
603	0.2593488239
604	0.2593042204
605	0.2592416955
606	0.25917954
607	0.2590915642
608	0.2590264566
609	0.2588918177
610	0.2588615641
611	0.2587948172
612	0.2587438166
613	0.2586872466
614	0.2586548627
615	0.2585376238
616	0.2584430874
617	0.2583518882
618	0.2582580848
619	0.2581812148
620	0.2580501195
621	0.257981519
622	0.257935286
623	0.2578707895
624	0.2577889503
625	0.2577641742
626	0.2576686665
627	0.2575762309
628	0.2574985531
629	0.2574275029
630	0.2573541084
631	0.2572995653
632	0.2572429688
633	0.2571454844
634	0.2570596854
635	0.2570043201
636	0.256942663
637	0.2568502133
638	0.2567915229
639	0.2567078052
640	0.256623758
641	0.2565721208
642	0.2564870587
643	0.2564039764
644	0.2563733606
645	0.256331647
646	0.2562886455
647	0.2561779766
648	0.2561082552
649	0.2560404543
650	0.2559919146
651	0.255884232
652	0.2557968087
653	0.2557845159
654	0.2556958928
655	0.2556256281
656	0.2556130772
657	0.2555662338
658	0.2554846873
659	0.2554636112
660	0.2553725462
661	0.2553009022
662	0.2552337769
663	0.2551947363
664	0.2551143028
665	0.2550747235
666	0.2550344842
667	0.2549811644
668	0.2548958818
669	0.254794816
670	0.2547348263
671	0.2546376778
672	0.2545270087
673	0.2544235922
674	0.2543768068
675	0.2543620801
676	0.2543213435
677	0.2542798055
678	0.2542566729
679	0.2541335213
680	0.2540350823
681	0.2539979179
682	0.2539258681
683	0.2538114149
684	0.2537892108
685	0.2536912294
686	0.2536086935
687	0.2535395372
688	0.2534670674
689	0.2533747042
690	0.2532515255
691	0.2531776495
692	0.2531315468
693	0.2531210471
694	0.2530790892
695	0.2530200474
696	0.2529353911
697	0.2528422844
698	0.2528286402
699	0.2527436507
700	0.2527197993
701	0.2526483825
702	0.2525393643
703	0.252518928
704	0.2524397654
705	0.2523805083
706	0.2523075343
707	0.2522642212
708	0.2521739491
709	0.2520808078
710	0.2520201095
711	0.2519535664
712	0.2518388478
713	0.2517922367
714	0.2517431443
715	0.2516113919
716	0.2515354486
717	0.2514738116
718	0.251389527
719	0.2513124781
720	0.251228101
721	0.2511315467
722	0.2510679671
723	0.2509913221
724	0.2509162035
725	0.2508533177
726	0.2507724593
727	0.2507207336
728	0.2506934438
729	0.2506521137
730	0.2505678419
731	0.2504801698
732	0.2504142072
733	0.2503105702
734	0.2502176592
735	0.2501517296
736	0.2501281673
737	0.250051622
738	0.250035677
739	0.2499969495
740	0.2499836733
741	0.2499456685
742	0.2498606634
743	0.2497407037
744	0.2497209624
745	0.2497002567
746	0.2496315212
747	0.24954646
748	0.2494925074
749	0.2494727381
750	0.2493868656
751	0.2493090675
752	0.249223517
753	0.2492081911
754	0.2491535355
755	0.2490834851
756	0.2489700405
757	0.2489119386
758	0.2488499729
759	0.2487857498
760	0.2487738454
761	0.2486925858
762	0.2485406553
763	0.2485199014
764	0.2484468605
765	0.2483580939
766	0.2482593335
767	0.2481620061
768	0.2481398247
769	0.2481074371
770	0.2480323267
771	0.247977452
772	0.247913576
773	0.2478150756
774	0.2477855783
775	0.2476639448
776	0.2475654035
777	0.247502603
778	0.24749368
779	0.247428661
780	0.2474156586
781	0.2473443331
782	0.247266164
783	0.2471980834
784	0.2471714108
785	0.2471078441
786	0.2470873346
787	0.2470075879
788	0.2469307598
789	0.2468241037
790	0.246774649
791	0.2467267644
792	0.2466555191
793	0.2466271079
794	0.2465275838
795	0.2464888904
796	0.24643278
797	0.2463907894
798	0.2463128519
799	0.2462312449
800	0.246206742
801	0.2461486199
802	0.2460923412
803	0.2460454073
804	0.2460092371
805	0.2459196659
806	0.2458821444
807	0.2457978065
808	0.2457055525
809	0.2456391424
810	0.2455680948
811	0.2454788109
812	0.245395463
813	0.245379263
814	0.2452984183
815	0.2452628239
816	0.2452128192
817	0.245131817
818	0.2450720408
819	0.2449824612
820	0.2449284073
821	0.2448594762
822	0.244774002
823	0.2447204544
824	0.2446436623
825	0.2445693518
826	0.244494973
827	0.2444637104
828	0.2443657331
829	0.2443297745
830	0.2442334246
831	0.24417907
832	0.2441706292
833	0.244078394
834	0.2439786038
835	0.2439354209
836	0.2438717242
837	0.2437917476
838	0.2437694492
839	0.2437149859
840	0.2436570716
841	0.2435972476
842	0.2435491028
843	0.2435120775
844	0.2434503834
845	0.2434287668
846	0.2433503374
847	0.2433231594
848	0.2432868209
849	0.243164408
850	0.243070358
851	0.2430479336
852	0.2430068606
853	0.2429255102
854	0.2428665222
855	0.2428200025
856	0.242713082
857	0.2426405951
858	0.2425801929
859	0.2425114174
860	0.242452431
861	0.242405984
862	0.2423970253
863	0.2423325424
864	0.2422666817
865	0.2422487115
866	0.2421940339
867	0.2420950298
868	0.2420103737
869	0.2419643852
870	0.2419511231
871	0.2419198816
872	0.241873361
873	0.2418514549
874	0.2417691555
875	0.2416633694
876	0.2416435253
877	0.2415928733
878	0.2415203046
879	0.2414756163
880	0.2414226626
881	0.2413635645
882	0.2413364222
883	0.2412364658
884	0.2412263813
885	0.2411929165
886	0.241130075
887	0.2410957458
888	0.2410761951
889	0.2410115436
890	0.2409085955
891	0.240815422
892	0.240778897
893	0.2407193514
894	0.2406789152
895	0.2406080261
896	0.2405888308
897	0.240540255
898	0.2404863859
899	0.2404767036
900	0.2404186786
901	0.2403642283
902	0.2402787675
903	0.2402235279
904	0.240123383
905	0.2400535605
906	0.2400375313
907	0.2399355939
908	0.2399139167
909	0.2398983651
910	0.2398782431
911	0.2398637962
912	0.2398167626
913	0.2397578274
914	0.2397122393
915	0.2396557445
916	0.2396082076
917	0.2395989947
918	0.2395706355
919	0.2395171519
920	0.2394445142
921	0.2394005017
922	0.2393228417
923	0.2392862256
924	0.2392531613
925	0.2391561486
926	0.2390598675
927	0.239009113
928	0.2389058805
929	0.2388955835
930	0.2388344422
931	0.2388180088
932	0.2387368011
933	0.2386824183
934	0.2386194387
935	0.2385781169
936	0.2384940948
937	0.2384726604
938	0.2383863493
939	0.2382880854
940	0.2382685494
941	0.238251817
942	0.2381826244
943	0.2381202053
944	0.2380836477
945	0.2380416163
946	0.238023715
947	0.2379592846
948	0.2378845486
949	0.2378346281
950	0.2377750378
951	0.2377611685
952	0.2376612778
953	0.2376098344
954	0.2375899296
955	0.2375496999
956	0.2375254754
957	0.2375075032
958	0.237431234
959	0.2373977188
960	0.2373825831
961	0.2373691672
962	0.2373214718
963	0.2372512701
964	0.2372373451
965	0.2372179196
966	0.2371960372
967	0.2371508625
968	0.237140543
969	0.2371154096
970	0.2370761425
971	0.2370676794
972	0.2370145598
973	0.2369475886
974	0.2369308291
975	0.2368712044
976	0.236810759
977	0.2367677378
978	0.2367331149
979	0.2366350682
980	0.2365536353
981	0.2365170044
982	0.2364384063
983	0.2364137697
984	0.2364026175
985	0.2363550015
986	0.2363060005
987	0.2362477429
988	0.236216859
989	0.2361660212
990	0.2361191175
991	0.2360928221
992	0.2360310356
993	0.2359873909
994	0.2359224875
995	0.2358663568
996	0.2358536793
997	0.2357911967
998	0.2357428031
999	0.2356728005
